day_of_week,avg_close,std_close
Monday,47.658685858820526,13.130800684363836
Tuesday,47.81763554222976,12.85798072277468
Wednesday,47.69524615717391,12.801698406069566
Thursday,47.65949797398836,12.933693896206705
Friday,47.97976280734283,12.940478486699865
