Date,Close,daily_articles
2019-01-02,51.71987915039063,1
2019-01-03,50.92578506469727,1
2019-01-04,52.80340194702149,1
2019-01-07,53.07798767089844,2
2019-01-08,53.46391296386719,2
2019-01-22,53.35258102416992,1
2019-01-23,52.91471862792969,2
2019-01-25,53.22643280029297,1
2019-01-28,52.87019348144531,1
2019-01-31,54.3841667175293,4
2019-02-01,56.34341049194336,2
2019-02-05,56.09848403930664,3
2019-02-06,55.85358428955078,2
2019-02-07,55.42317199707031,1
2019-02-08,55.513214111328125,1
2019-02-13,57.21656799316406,2
2019-02-15,58.31212615966797,2
2019-02-22,58.84489440917969,1
2019-02-25,58.90492630004883,2
2019-02-26,59.024993896484375,1
2019-02-27,59.63280487060547,2
2019-02-28,59.30261993408203,4
2019-03-01,60.03048706054688,3
2019-03-06,59.490230560302734,1
2019-03-12,60.03048706054688,2
2019-03-19,60.68333053588867,1
2019-03-21,61.37369155883789,1
2019-03-22,60.39069366455078,2
2019-03-25,59.970462799072266,1
2019-03-26,60.75084686279297,1
2019-03-27,60.285621643066406,1
2019-03-28,60.58576965332031,1
2019-03-29,60.63080978393555,1
2019-04-01,61.32866287231445,3
2019-04-02,61.06602096557617,2
2019-04-03,60.705814361572266,1
2019-04-04,61.56878662109375,2
2019-04-05,61.89894104003906,1
2019-04-08,62.28163528442383,1
2019-04-09,61.47872924804688,2
2019-04-11,61.493743896484375,1
2019-04-16,60.93093490600586,1
2019-04-18,60.87842178344727,2
2019-04-23,62.566776275634766,1
2019-04-24,61.35115814208984,1
2019-04-25,61.69634628295898,2
2019-04-26,60.398197174072266,2
2019-04-29,60.00798797607422,2
2019-04-30,60.2406120300293,1
2019-05-03,58.13203430175781,2
2019-05-07,57.56924819946289,4
2019-05-08,57.659278869628906,3
2019-05-09,57.60676574707031,1
2019-05-10,58.1076774597168,2
2019-05-15,57.96348571777344,2
2019-05-16,57.955902099609375,1
2019-05-21,57.872406005859375,1
2019-05-22,57.34872055053711,2
2019-05-23,56.00532150268555,1
2019-05-28,55.109710693359375,2
2019-05-31,53.71318817138672,1
2019-06-04,55.853515625,1
