day_of_week,avg_close,std_close
Monday,389.5890443828744,95.58630128521126
Tuesday,389.9886832418321,94.51952263910525
Wednesday,388.5949907881764,93.44789468959588
Thursday,388.61388256480393,93.88034037209518
Friday,390.32773731741145,94.76201247543727
