day_of_week,avg_close,std_close
Monday,115.62465072685563,33.25101844316861
Tuesday,116.1973679095884,33.055953493803244
Wednesday,115.89534547458442,33.05868498021602
Thursday,115.83765558286007,33.12013220047812
Friday,116.5823948142583,33.0872624782527
