yr,mn,avg_close,last_year_close,yoy_diff,yoy_pct_change
2019,1,236.66754223051527,NULL,NULL,NULL
2019,2,250.43513810007195,NULL,NULL,NULL
2019,3,255.3888658796038,NULL,NULL,NULL
2019,4,264.8167913527716,NULL,NULL,NULL
2019,5,260.73851776123047,NULL,NULL,NULL
2019,6,264.49246444702146,NULL,NULL,NULL
2019,7,274.552114313299,NULL,NULL,NULL
2019,8,265.9526159113104,NULL,NULL,NULL
2019,9,274.2012054443359,NULL,NULL,NULL
2019,10,274.1202856976053,NULL,NULL,NULL
2019,11,286.26722259521483,NULL,NULL,NULL
2019,12,293.39949108305433,NULL,NULL,NULL
2020,1,303.1462838309152,236.66754223051527,66.47874160039993,28.089505207963555
2020,2,303.5151704487048,250.43513810007195,53.08003234863284,21.19512171946992
2020,3,245.98456712202594,255.3888658796038,-9.404298757577862,-3.682344852892399
2020,4,256.83992658342635,264.8167913527716,-7.976864769345241,-3.0122201574140304
2020,5,271.9886505126953,260.73851776123047,11.250132751464832,4.314718380721588
2020,6,289.70039506392044,264.49246444702146,25.207930616898977,9.530680078013411
2020,7,299.7320834073153,274.552114313299,25.179969094016315,9.171289449726384
2020,8,317.29859125046505,265.9526159113104,51.34597533915468,19.306437413000474
2020,9,315.2867838541667,274.2012054443359,41.08557840983076,14.983733694114381
2020,10,320.6668174050071,274.1202856976053,46.54653170740181,16.980330948125975
2020,11,333.3070526123047,286.26722259521483,47.039830017089855,16.432139729669547
2020,12,347.5185019753196,293.39949108305433,54.119010892265294,18.445502646405583
2021,1,357.16618427477385,303.1462838309152,54.01990044385866,17.81974687639224
2021,2,365.9524343390214,303.5151704487048,62.437263890316615,20.571381587948913
2021,3,369.0769096042799,245.98456712202594,123.09234248225394,50.04067691010523
2021,4,391.2457042875744,256.83992658342635,134.40577770414808,52.330562265789546
2021,5,394.1508590698242,271.9886505126953,122.1622085571289,44.91445077831543
2021,6,401.32895729758525,289.70039506392044,111.62856223366481,38.53241629478438
2021,7,413.6143304734003,299.7320834073153,113.88224706608497,37.99468037304729
2021,8,422.5747042569247,317.29859125046505,105.27611300645964,33.178878163804434
2021,9,422.29056222098217,315.2867838541667,107.00377836681548,33.938554943143195
2021,10,424.1242297944568,320.6668174050071,103.4574123894497,32.263211150650925
2021,11,444.1805158342634,333.3070526123047,110.87346322195873,33.264661624464416
2021,12,445.51533647017044,347.5185019753196,97.99683449485082,28.199026508755626
2022,1,436.25905456542966,357.16618427477385,79.09287029065581,22.14455728815815
2022,2,423.5264748021176,365.9524343390214,57.574040463096196,15.732656777399415
2022,3,419.9083331564198,369.0769096042799,50.83142355213994,13.772582957476484
2022,4,420.3089096069336,391.2457042875744,29.063205319359156,7.428376848834881
2022,5,387.2084699358259,394.1508590698242,-6.94238913399829,-1.7613532925900435
2022,6,374.2745899018787,401.32895729758525,-27.05436739570655,-6.741194948373922
2022,7,375.99200744628905,413.6143304734003,-37.622323027111236,-9.095991181942557
2022,8,400.2381883704144,422.5747042569247,-22.336515886510313,-5.285814711930733
2022,9,371.23103695824034,422.29056222098217,-51.05952526274183,-12.091088418884123
2022,10,359.7097880045573,424.1242297944568,-64.41444178989951,-15.187635429627932
2022,11,378.64183117094495,444.1805158342634,-65.53868466331846,-14.754966129080016
2022,12,378.7372828892299,445.51533647017044,-66.77805358094054,-14.98894608433119
2023,1,383.8630340576172,436.25905456542966,-52.396020507812466,-12.010299834350867
2023,2,395.8999730160362,423.5264748021176,-27.626501786081405,-6.52296926632254
2023,3,385.85976642111075,419.9083331564198,-34.048566735309066,-8.108571334931248
2023,4,401.1680169356497,420.3089096069336,-19.140892671283893,-4.554005930824584
2023,5,404.0576255104759,387.2084699358259,16.849155574649956,4.351442926194888
2023,6,424.14550926571803,374.2745899018787,49.870919363839334,13.324687464600174
2023,7,440.4148483276367,375.99200744628905,64.42284088134767,17.134098492918245
2023,8,435.9717792013417,400.2381883704144,35.73359083092731,8.928081294895431
2023,9,431.91067657470705,371.23103695824034,60.679639616466716,16.34551898291105
2023,10,418.5693373246626,359.7097880045573,58.859549320105316,16.363065805526425
2023,11,437.8390924362909,378.64183117094495,59.19726126534596,15.634104948805893
2023,12,460.614453125,378.7372828892299,81.87717023577011,21.618460588607245
2024,1,472.7468828473772,383.8630340576172,88.88384878976001,23.155094631075805
2024,2,493.6394500732422,395.8999730160362,97.73947705720599,24.687922131595343
2024,3,509.9989181518555,385.85976642111075,124.13915173074474,32.172090104689644
2024,4,504.6867786754261,401.1680169356497,103.51876173977644,25.80434066766135
2024,5,517.4067049893466,404.0576255104759,113.34907947887075,28.05270147684219
2024,6,535.8623271741366,424.14550926571803,111.71681790841853,26.33926694209801
2024,7,548.4841669256037,440.4148483276367,108.06931859796703,24.53807336613031
2024,8,543.0527843128551,435.9717792013417,107.08100511151343,24.561453337111754
2024,9,557.9578918457031,431.91067657470705,126.04721527099605,29.18363034473259
2024,10,575.4506252122962,418.5693373246626,156.88128788763362,37.48035842528735
2024,11,589.6170471191406,437.8390924362909,151.77795468284967,34.66523599761357
2024,12,598.385730561756,460.614453125,137.77127743675595,29.91032445943854
2025,1,595.4784224660773,472.7468828473772,122.73153961870008,25.961364119310975
