yr,mn,min_close,max_close,avg_close,std_close
2019,1,50.92578506469727,54.3841667175293,53.14796665736607,0.7365737321186461
2019,2,55.42317199707031,59.63280487060547,57.44399161087839,1.5194009816341696
2019,3,59.28761672973633,61.37369155883789,60.328145890008834,0.4878076542223526
2019,4,60.00798797607422,62.566776275634766,61.22110039847238,0.679780011222717
2019,5,53.71318817138672,59.03248596191406,57.08204390785911,1.3788243180616038
2019,6,54.5556526184082,58.9653549194336,57.03260040283203,1.0920409161085878
2019,7,56.43793869018555,58.9197998046875,57.5922777002508,0.7350224816699638
2019,8,51.630104064941406,54.9958610534668,53.134450912475586,1.016942080859946
2019,9,52.682838439941406,56.65558242797852,54.97926654815674,0.9576536155747891
2019,10,51.25357437133789,53.597267150878906,52.56357309092646,0.6102100600825782
2019,11,52.74271011352539,56.16379165649414,54.02759132385254,0.99752388857559
2019,12,52.78936004638672,54.70248031616211,54.01551909673782,0.5245417499076466
2020,1,48.30988693237305,55.13798141479492,52.74418585641043,1.955434895205864
2020,2,39.300567626953125,48.78427505493164,46.07797341597708,2.8463787517063603
2020,3,24.809375762939453,42.50331115722656,31.731907150962137,5.331483199971271
2020,4,29.6055908203125,37.43888473510742,33.363153639293856,1.9166251977499824
2020,5,33.717864990234375,37.18374633789063,35.53791904449463,1.060661907285712
2020,6,35.076881408691406,44.01899337768555,38.29163776744496,2.4285284666643983
2020,7,33.25950622558594,35.905155181884766,34.91531840237704,0.7257548637384927
2020,8,32.58722305297852,36.162479400634766,34.49307269141788,1.0840448319084637
2020,9,28.10997200012207,32.33302688598633,30.137350445701962,1.4427383600308972
2020,10,25.887739181518555,28.913578033447266,27.616474064913664,0.7069045867535245
2020,11,26.879955291748047,35.25458526611328,30.745546054840087,2.4627681120932374
2020,12,32.33209228515625,36.95936965942383,35.181293140758164,1.1243138276574012
2021,1,34.85148620605469,42.25008010864258,39.085819043611224,1.8365772088511512
2021,2,37.72358322143555,48.424991607666016,43.651492871736224,2.997788529261143
2021,3,47.1609992980957,52.925880432128906,49.68120375923488,1.8864557103091948
2021,4,47.20370101928711,50.33808135986328,48.227752322242374,0.8073238885239272
2021,5,50.235595703125,53.88752746582031,51.69620933532715,1.0690033814338735
2021,6,52.33649826049805,56.02778244018555,54.20340486006303,1.1454675527988272
2021,7,47.96067810058594,54.81468200683594,51.23397899809338,1.9007154901330678
2021,8,46.38201522827149,50.560176849365234,49.014469320123844,1.1953334993838967
2021,9,47.18246078491211,52.7064323425293,49.12724158877418,1.8459137321006198
2021,10,53.20781707763672,57.91373443603516,55.0755235581171,1.297522747341932
2021,11,53.343448638916016,58.37113952636719,56.49761999221075,1.3668278188669023
2021,12,52.73727416992188,56.1693000793457,54.62468667463823,0.8112850367968415
2022,1,56.64176177978516,67.71337127685547,63.59316349029541,3.0343268430766543
2022,2,68.31983947753906,73.44530487060547,70.84922429134971,1.2969343553037558
2022,3,69.33831787109375,79.11761474609375,74.2128796784774,2.57427354119713
2022,4,74.14234161376953,79.8116226196289,76.91434059143066,1.8610194579272956
2022,5,76.12523651123047,88.86050415039062,82.56152089436848,3.8008523905723335
2022,6,77.58792114257812,95.23436737060548,85.60379464285714,5.661831546622206
2022,7,75.70307159423828,88.25956726074219,79.65077133178711,3.1348625125004146
2022,8,79.39081573486328,92.0500030517578,85.9600660904594,3.4560712066430295
2022,9,77.21092224121094,89.79747009277344,84.76355089460101,3.745912347882323
2022,10,84.51094818115234,101.8783187866211,94.10287075950986,4.466802484535424
2022,11,100.12229919433594,105.8218002319336,103.58498091924758,1.656202067685662
2022,12,95.96065521240234,102.68922424316406,99.10074106852214,2.148495829263627
2023,1,98.71324920654295,109.13973236083984,103.81527519226074,2.700828284263742
2023,2,102.48009490966795,110.44650268554688,105.439991198088,2.599078962520205
2023,3,93.24352264404295,106.29051971435548,100.11034725023353,3.645088047179087
2023,4,106.97229766845705,110.52122497558594,108.40120576557361,0.9984916559825465
2023,5,96.25700378417967,107.0937042236328,100.02240614457564,2.286305128086963
2023,6,96.4642562866211,102.2389144897461,99.32578822544643,1.6162125528519573
2023,7,95.0700454711914,101.2309341430664,98.32052536010742,1.9452299767652546
2023,8,99.18672943115234,105.60335540771484,102.76068679146145,1.8101412820677754
2023,9,107.81629943847656,114.16065216064452,110.42764663696289,1.8189610838000498
2023,10,100.24673461914062,110.0102310180664,104.17182159423828,2.8278023590983894
2023,11,97.75837707519533,103.62787628173828,99.69418116978237,1.431878743388992
2023,12,93.97512817382812,98.70982360839844,96.58831176757812,1.4280194244812998
2024,1,92.7770767211914,100.49250793457033,96.16812460763114,2.477817051910039
2024,2,97.32966613769533,101.42645263671876,99.3808048248291,1.4746817201595521
2024,3,100.95246887207033,112.44454956054688,107.03611106872559,3.403604523756364
2024,4,113.1700668334961,118.20995330810548,115.99340542879972,1.3207441321848428
2024,5,110.60779571533205,116.67357635498048,113.28371602838689,1.772689589346161
2024,6,105.67326354980467,112.26565551757812,109.60180222360711,2.0469984805541257
2024,7,108.18929290771484,115.85440826416016,112.32150441950017,2.174772041637877
2024,8,111.32945251464844,116.79695892333984,114.64352451671253,1.7302195026430545
2024,9,107.8609848022461,115.3715362548828,112.11908912658691,2.184810696454643
2024,10,114.71288299560548,123.24581909179688,118.83616538669752,2.3228302766277062
2024,11,113.00235748291016,120.84903717041016,118.22716903686523,1.7566822854522646
2024,12,104.57461547851562,116.80520629882812,109.09937577020554,4.020298677799039
2025,1,105.5954818725586,111.32423400878906,108.27102139121608,1.6336905554286023
