day_of_week,avg_close,std_close
Monday,68.24771138647912,19.967304030363184
Tuesday,68.80585445331621,18.977014990036665
Wednesday,68.72495221634642,18.957049503580688
Thursday,68.7845484395181,18.903043570264817
Friday,69.06928331455889,18.840455293649377
