day_of_week,avg_close,std_close
Monday,72.85095083881431,19.123397226658287
Tuesday,73.22401888159257,18.91773405058717
Wednesday,73.14230040772654,18.874330753036617
Thursday,73.26434069814405,18.854383976707865
Friday,73.59827359724511,18.79010189512221
