yr,mn,min_close,max_close,avg_close,std_close
2019,1,44.8543586730957,47.24210357666016,45.922504243396574,0.6830227003063566
2019,2,47.80842208862305,49.16902923583984,48.47755833675987,0.34345649044544996
2019,3,47.23458099365234,50.09352111816406,48.719171796526226,0.754189838148455
2019,4,48.99034118652344,50.730560302734375,49.87266195388067,0.5504034158091947
2019,5,48.34552383422852,50.822303771972656,49.61270158941095,0.7405511713937677
2019,6,49.17473220825195,52.03630828857422,50.66503639221192,0.9189229675167291
2019,7,49.56100463867188,51.5396614074707,50.503755742853336,0.6545318554496489
2019,8,44.052059173583984,46.33681869506836,44.91130950234153,0.5924626222737241
2019,9,44.308589935302734,47.38702774047852,45.98850765228271,0.9684076566580305
2019,10,45.24655151367188,48.140602111816406,46.60696377961532,0.9379893816137682
2019,11,46.81827163696289,48.51217269897461,47.843767929077146,0.506767332707175
2019,12,45.77587127685547,48.12126922607422,47.17698542277018,0.7173914349380993
2020,1,42.46952819824219,49.64414596557617,47.190946124848864,1.8091974892012972
2020,2,36.43400573730469,43.12102890014648,40.846818823563424,2.119143079057447
2020,3,17.926795959472656,37.56169128417969,27.706929033452813,5.944867465870944
2020,4,27.031147003173828,32.304710388183594,29.70504579089937,1.533276924458497
2020,5,25.24332427978516,28.117372512817383,26.90444173812866,0.8063572574304383
2020,6,27.38813018798828,32.91769790649414,29.088889122009277,1.4094990257594253
2020,7,24.97522354125977,28.46890640258789,27.2350360696966,0.7818288041692151
2020,8,25.06846809387207,27.53893280029297,25.932737986246746,0.6278219980854616
2020,9,21.29508399963379,24.704668045043945,23.167272567749023,1.0447166616838701
2020,10,19.54376220703125,22.555700302124023,21.356614979830656,0.678726781472555
2020,11,22.56415748596192,31.733566284179688,27.035032081604005,3.0557061460510444
2020,12,29.877948760986328,32.85377502441406,31.394630085338246,0.935727370097591
2021,1,30.81003189086914,35.61582565307617,33.73320368716591,1.295717775081255
2021,2,30.92974853515625,36.5400619506836,33.463413640072474,1.7582078987370906
2021,3,33.8068733215332,38.26446533203125,36.17268487681513,1.3962887024665265
2021,4,32.56531524658203,34.82427978515625,33.64347494216192,0.6575280398371156
2021,5,33.32405090332031,35.65401840209961,34.35234470367432,0.6393399556893223
2021,6,33.992652893066406,36.845680236816406,35.30332218516957,0.7468468008866269
2021,7,32.253013610839844,36.04544448852539,34.452423095703125,1.168494857897959
2021,8,33.595054626464844,36.4107666015625,35.243207931518555,0.743225223522763
2021,9,34.624542236328125,39.21768951416016,36.26034164428711,1.5833511468662043
2021,10,39.939212799072266,43.96921157836914,41.90812101818266,1.2758551509396205
2021,11,37.38123321533203,40.61674499511719,39.41433643159412,1.0200818343525095
2021,12,36.98110580444336,39.65753936767578,38.60790252685547,0.7548231030922535
2022,1,39.69310760498047,45.703983306884766,43.42722988128662,1.793287065776497
2022,2,45.8729248046875,49.5363655090332,47.83053147165399,0.9737775977107804
2022,3,43.91672134399414,49.44743728637695,46.75398967577063,1.69462861682658
2022,4,47.17112350463867,51.65261459350586,49.49367694854736,1.276536824264459
2022,5,47.77577590942383,54.134376525878906,51.39279955909366,2.0010666753408515
2022,6,44.09852600097656,55.20164108276367,49.56167856852213,3.6604036910941247
2022,7,41.38105010986328,47.874305725097656,44.19852981567383,1.5468575810526988
2022,8,45.820499420166016,50.39339065551758,48.12505340576172,1.2097919481886095
2022,9,42.37173080444336,49.08058547973633,46.81498300461542,1.9008384169381807
2022,10,45.43191146850586,50.86418151855469,47.61990810575939,1.5730915243763293
2022,11,48.516239166259766,53.4126205444336,51.047761644635884,1.1505858022222961
2022,12,50.20621871948242,53.02894592285156,51.844869886125835,0.7553443268945357
2023,1,50.63556671142578,54.46315002441406,53.13262882232666,1.1336888708526363
2023,2,52.6452751159668,57.16712188720703,55.220931002968236,1.4764383634414429
2023,3,49.741493225097656,57.689064025878906,53.72489862856658,2.6459145036675618
2023,4,54.85854721069336,57.22807312011719,56.35848537244295,0.7044123312181624
2023,5,52.124610900878906,56.59189987182617,55.35228711908514,1.1121181261241373
2023,6,53.13917922973633,56.5458984375,55.121332077752974,1.0573236135188204
2023,7,54.47952651977539,58.99389266967773,57.04945545196533,1.1803263550830791
2023,8,55.77333068847656,58.72210693359375,57.51772175664487,0.7425249384614985
2023,9,59.12663269042969,61.920684814453125,60.438050270080566,0.8333657885136747
2023,10,58.3646240234375,64.43250274658203,62.15288162231445,1.7288773238958948
2023,11,60.60362243652344,64.48895263671875,62.3053834097726,0.8588682890405649
2023,12,59.91621780395508,62.8431396484375,61.60442199707031,0.9052837424004996
2024,1,58.00612258911133,63.60337448120117,60.11487760997954,1.7445551145223106
2024,2,59.849700927734375,61.85098648071289,60.73525886535644,0.5316966308035355
2024,3,60.38108825683594,64.77156829833984,62.885680770874025,1.436979504521519
2024,4,65.25192260742188,70.39176940917969,68.89086289839311,1.2803768682418666
2024,5,68.16290283203125,71.25640869140625,69.70332267067649,0.9078647476540045
2024,6,66.9176025390625,70.00162506103516,68.22481255782277,0.837319222672576
2024,7,69.03179931640625,71.06842803955078,70.38867118141867,0.6073512659631631
2024,8,67.6158676147461,71.53740692138672,70.11475164240056,1.0675315905709377
2024,9,63.96953582763672,67.95418548583984,66.23451805114746,1.234199109429794
2024,10,63.91080093383789,68.75698852539062,65.95611422994862,1.1602324518127212
2024,11,64.05194854736328,67.17095947265625,65.2466884613037,1.0089947486195818
2024,12,59.985633850097656,64.58621215820312,62.12974257696243,1.530066513781742
2025,1,62.42937850952149,66.06037139892578,64.79241863049958,0.988477850235089
