Date,Close,daily_articles
2019-01-02,27.352458953857425,2
2019-01-03,27.50839805603028,4
2019-01-08,28.37313270568848,16
2019-01-09,28.60703659057617,6
2019-01-10,28.848031997680664,2
2019-01-11,28.52198028564453,2
2019-01-14,28.64956283569336,4
2019-01-15,28.52198028564453,2
2019-01-17,28.444011688232425,2
2019-01-18,28.89054679870605,2
2019-01-23,28.436931610107425,2
2019-01-24,28.429838180541992,6
2019-01-28,28.047090530395508,2
2019-01-29,28.49363136291504,4
2019-02-01,29.30164909362793,4
2019-02-04,29.33709144592285,4
2019-02-05,30.35067749023437,8
2019-02-08,30.116777420043945,4
2019-02-11,29.918306350708008,2
2019-02-12,30.06715583801269,2
2019-02-13,30.22309684753418,2
2019-02-14,30.111618041992188,6
2019-02-15,30.41367149353028,10
2019-02-22,30.53592109680176,2
2019-02-25,30.57188606262207,4
2019-02-26,30.579072952270508,6
2019-02-27,30.809221267700195,2
2019-02-28,30.67257499694824,2
2019-03-01,30.62223052978516,4
2019-03-04,30.66538047790528,2
2019-03-05,30.73729515075684,4
2019-03-07,30.658187866210938,2
2019-03-08,30.38490104675293,2
2019-03-11,30.44243621826172,4
2019-03-12,30.53592109680176,2
2019-03-13,31.521183013916016,8
2019-03-14,31.60749244689941,2
2019-03-18,31.8160457611084,2
2019-03-19,31.981464385986328,6
2019-03-20,32.02461242675781,4
2019-03-21,32.02461242675781,6
2019-03-22,31.60749244689941,2
2019-03-25,31.305438995361328,2
2019-03-26,31.513992309570312,2
2019-03-28,31.37736701965332,2
2019-03-29,31.44208526611328,2
2019-04-02,31.808862686157227,4
2019-04-04,31.75132942199707,8
2019-04-05,32.02461242675781,2
2019-04-08,32.52803039550781,2
2019-04-10,32.391387939453125,2
2019-04-12,32.125301361083984,4
2019-04-17,32.08932876586914,2
2019-04-18,31.92393112182617,2
2019-04-24,31.73694610595703,8
2019-04-26,31.1472282409668,8
2019-04-29,30.93866539001465,4
2019-04-30,31.449275970458984,6
2019-05-02,30.658187866210938,8
2019-05-03,30.981813430786133,2
2019-05-06,30.873937606811523,6
2019-05-10,30.28605842590332,2
2019-05-13,30.08902359008789,2
2019-05-14,30.322559356689453,2
2019-05-16,30.855297088623047,2
2019-05-20,31.074234008789062,6
2019-05-21,31.19828987121582,6
2019-05-23,30.169300079345703,4
2019-05-24,30.47580337524414,8
2019-05-30,29.943071365356445,2
2019-05-31,29.716833114624023,6
2019-06-03,29.95036506652832,4
2019-06-04,30.18389129638672,2
2019-06-05,29.95036506652832,4
2019-06-06,30.366342544555664,2
2019-06-07,30.75313186645508,2
2019-06-10,30.70933532714844,4
2019-06-11,30.899084091186523,6
2019-06-12,29.964962005615234,10
2019-06-14,29.85549545288086,2
2019-06-19,29.98685073852539,4
2019-06-20,30.51230430603028,6
2019-06-21,30.97935485839844,2
2019-06-24,30.78231811523437,4
2019-06-25,30.54879379272461,4
2019-06-26,30.70933532714844,2
2019-06-27,30.373645782470703,6
2019-07-02,30.54879379272461,4
2019-07-03,30.18389129638672,4
2019-07-08,29.97956085205078,2
2019-07-10,30.081727981567383,2
2019-07-12,30.074424743652344,2
2019-07-15,29.6949405670166,2
2019-07-16,29.34465408325196,2
2019-07-17,28.665939331054688,2
2019-07-19,28.62944793701172,2
2019-07-22,28.717023849487305,6
2019-07-23,28.804607391357425,4
2019-07-25,28.45430564880371,6
2019-07-30,29.1840877532959,6
2019-08-01,28.46160125732422,16
2019-08-06,27.44720268249512,6
2019-08-07,27.403413772583008,4
2019-08-09,27.3106746673584,2
2019-08-12,27.19196510314941,4
2019-08-15,26.746797561645508,6
2019-08-16,26.924863815307617,2
2019-08-19,27.3403549194336,2
2019-08-20,27.043575286865234,2
2019-08-22,27.09551239013672,20
2019-08-23,26.86550712585449,14
2019-08-26,26.93228340148925,2
2019-08-27,27.154861450195312,12
2019-08-28,27.32551956176757,4
2019-08-29,27.41454124450684,6
2019-08-30,27.41454124450684,4
2019-09-03,27.41454124450684,2
2019-09-06,27.78551483154297,2
2019-09-10,28.07486152648925,6
2019-09-12,27.948740005493164,2
2019-09-16,29.1951904296875,4
2019-09-17,28.594223022460938,2
2019-09-18,28.631317138671875,6
2019-09-19,28.70551109313965,8
2019-09-20,28.928096771240234,2
2019-09-23,28.7574462890625,2
2019-09-24,28.2900333404541,4
2019-09-25,28.31970596313477,2
2019-09-26,28.37906265258789,6
2019-09-27,28.38648223876953,2
2019-09-30,28.18616104125977,2
2019-10-02,27.14745140075684,2
2019-10-04,27.421964645385746,34
2019-10-07,27.41454124450684,4
2019-10-09,27.577770233154297,4
2019-10-10,27.570348739624023,8
2019-10-11,27.79292869567871,4
2019-10-14,27.76325225830078,4
2019-10-16,27.60744285583496,4
2019-10-17,28.015514373779297,2
2019-10-18,27.807769775390625,2
2019-10-21,28.39390182495117,6
2019-10-22,28.57196617126465,6
2019-10-24,29.0913200378418,2
