Date,Close,prev_close,daily_change
2023-04-03,108.45723724365234,102.41471862792967,6.0425186157226705
2022-06-21,83.29707336425781,78.41651916503906,4.88055419921875
2023-02-10,110.44650268554688,105.9793472290039,4.467155456542969
2022-02-01,72.05467224121094,67.71337127685547,4.341300964355469
2023-03-21,99.96783447265624,95.68108367919922,4.286750793457017
2022-10-03,84.51094818115234,80.27252197265625,4.238426208496094
2023-01-26,109.13973236083984,104.92279815673828,4.2169342041015625
2022-06-07,94.12350463867188,89.99871826171875,4.124786376953125
2022-07-29,88.25956726074219,84.35330963134766,3.9062576293945312
2022-08-23,90.10086059570312,86.43248748779297,3.6683731079101562
