day_of_week,avg_close,std_close
Monday,27.203314593140508,6.170133988404264
Tuesday,27.319409735595123,6.015363322639877
Wednesday,27.292082774372528,6.002132865146759
Thursday,27.260403531268963,6.06459792891171
Friday,27.38455282205091,6.028843669907224
